BUDDY BOY,4012 West 38th Avenue,Denver,CO,80212,2016-11-14 01:00:00,2016-11-14 01:00:00
ORGANIC ALTERNATIVES,346 East Mountain Avenue,Fort Collins,CO,80524,2016-11-14 01:00:53,2016-11-14 01:00:53
NATURAL REMEDIES,"1620 Market Street, Suite 5W",Denver,CO,80202,2016-11-14 01:00:54,2016-11-14 01:00:54
GREEN TREE MEDICINALS,"5565 Arapahoe Avenue, Suite G",Boulder,CO,80308,2016-11-14 01:00:55,2016-11-14 01:00:55
ORGANIX LLC,"1795 Airport Road, Suite A2",Breckenridge,CO,80424,2016-11-14 01:00:56,2016-11-14 01:00:56
OSIRIS LLC,2150 Devereux Road,Glenwood Springs,CO,81601,2016-11-14 01:00:57,2016-11-14 01:00:57
BDE,"520 East Cooper Avenue, Suite 202A",Aspen,CO,81611,2016-11-14 01:00:54,2016-11-14 01:00:54
THE GREEN JOINT,"315 East 1st Street, Suite A",Parachute,CO,81635,2016-11-14 01:00:55,2016-11-14 01:00:55
PATIENTS CHOICE OF COLORADO LLC,2251 South Broadway,Denver,CO,80210,2016-11-14 01:00:56,2016-11-14 01:00:56
GENERATION HEALTH,4495 Washington Street,Denver,CO,80216,2016-11-14 01:00:57,2016-11-14 01:00:57
PEAK DISPENSARY,260 Broadway,Denver,CO,80203,2016-11-14 01:00:58,2016-11-14 01:00:58
DOCS APOTHECARY,"2100 East 112th Avenue, Suite 5",Northglenn,CO,80233,2016-11-14 01:00:59,2016-11-14 01:00:59
PLATTE VALLET DISPENSARY,"2301 7th Street, Suite B",Denver,CO,80211,2016-11-14 01:00:47,2016-11-14 01:00:47
PREFERRED ORGANIC THERAPY & WELLNESS,1569 South Colorado Boulevard,Denver,CO,80222,2016-11-14 01:00:48,2016-11-14 01:00:48
PUEBLO WEST ORGANICS,"609 East Enterprise Drive, Suite 130",Pueblo West,CO,81007,2016-11-14 01:00:49,2016-11-14 01:00:49
SOMA WELLNESS CENTER,"423 Belleview Avenue, Unit 1",Crested Butte,CO,81224,2016-11-14 01:00:50,2016-11-14 01:00:50
PURE INDUSTRIES LLC,"500 West Highway 50, Unit 101",Gunnison,CO,81230,2016-11-14 01:00:51,2016-11-14 01:00:51
HOUSE OF DANKNESS,10555 E 45th Ave,Denver,CO,80239,2016-11-14 01:00:52,2016-11-14 01:00:52
EMERALD FIELDS,"4182 East Virginia Avenue, Unit C",Glendale,CO,80246,2016-11-14 01:00:53,2016-11-14 01:00:53
EMERALD FIELDS,27 Manitou Avenue,Manitou Springs,CO,80829,2016-11-14 01:00:54,2016-11-14 01:00:54
ROOTS RX,"400 East Hyman, Unit A102",Aspen,CO,81611,2016-11-14 01:00:55,2016-11-14 01:00:55
ROOTS RX,165 Southside Drive,Basalt,CO,81621,2016-11-14 01:00:56,2016-11-14 01:00:56
ROOTS RX,"0105 Edwards Village Boulevard, Ste E202",Edwards,CO,81632,2016-11-14 01:00:57,2016-11-14 01:00:57
ROOTS RX,"40690 Highway 6, Suite E-2",Avon,CO,81620,2016-11-14 01:00:54,2016-11-14 01:00:54
ROOTS RX,1198 B North Main Street,Gunnison,CO,81230,2016-11-14 01:00:55,2016-11-14 01:00:55
ROOTS RX,145 Front Street,Leadville,CO,80461,2016-11-14 01:00:56,2016-11-14 01:00:56
GREEN CROSS SILT,502 Front Street,Silt,CO,81652,2016-11-14 01:00:57,2016-11-14 01:00:57
RINO SUPPLY CO INC,3100 Blake Street,Denver,CO,80205,2016-11-14 01:00:58,2016-11-14 01:00:58
RIVERROCK,4935 York Street,Denver,CO,80216,2016-11-14 01:00:59,2016-11-14 01:00:59
NATIVE ROOTS NORTH DENVER,620 East 58th Avenue,Denver,CO,80216,2016-11-14 01:00:47,2016-11-14 01:00:47
NATIVE ROOTS ASPEN,308 South Hunter Street,Aspen,CO,81611,2016-11-14 01:00:48,2016-11-14 01:00:48
NATIVE ROOTS DILLON,850 Little Beaver Trail,Dillon,CO,80435,2016-11-14 01:00:49,2016-11-14 01:00:49
NATIVE ROOTS EDGEWATER,5610 West 20th Avenue,Edgewater,CO,80214,2016-11-14 01:00:50,2016-11-14 01:00:50
NATIVE ROOTS FRISCO,861 North Summit Boulevard,Frisco,CO,80443,2016-11-14 01:00:51,2016-11-14 01:00:51
NATIVE ROOTS HIGHLANDS,2209 West 32nd Avenue,Denver,CO,80211,2016-11-14 01:00:52,2016-11-14 01:00:52
NATIVE ROOTS LONGMONT,19 South Sunset Drive,Longmont,CO,80501,2016-11-14 01:00:53,2016-11-14 01:00:53
NATIVE ROOTS BEAR VALLEY,"3150 South Sheridan Boulvard, Unit 2",Denver,CO,80227,2016-11-14 01:00:54,2016-11-14 01:00:54
NATIVE ROOTS SANTA FE,"2645 South Santa Fe Drive, Units D & E",Denver,CO,80223,2016-11-14 01:00:55,2016-11-14 01:00:55
NATIVE ROOTS LITTLETON,7870 West Quincy Avenue,Denver,CO,80123,2016-11-14 01:00:56,2016-11-14 01:00:56
NATIVE ROOTS DENVER AIRPORT,7050 Tower Road,Denver,CO,80249,2016-11-14 01:00:57,2016-11-14 01:00:57
NATIVE ROOTS TOWER,1905 Division Street,Denver,CO,80202,2016-11-14 01:00:54,2016-11-14 01:00:54
ROCKY MOUNTAIN REMEDIES,"2730 Downhill Plaza, #106",Steamboat Springs,CO,80487,2016-11-14 01:00:55,2016-11-14 01:00:55
AFFINITY,7739 East Colfax Avenue,Denver,CO,80220,2016-11-14 01:00:56,2016-11-14 01:00:56
THE BUD DEPOT,"138 Main Street, Unit 6A",Lyons,CO,80540,2016-11-14 01:00:57,2016-11-14 01:00:57
ROCKY MOUNTAIN CANNABIS,"112 Village Square West, Suite 110",Ridgway,CO,81432,2016-11-14 01:00:58,2016-11-14 01:00:58
THE SHELTER,4095 Jackson Street,Denver,CO,80216,2016-11-14 01:00:59,2016-11-14 01:00:59
ROCKY ROAD VAIL,"40814 Highway 6, Units C & D",Avon,CO,81620,2016-11-14 01:00:47,2016-11-14 01:00:47
ROYAL RESIN,2949 West Alameda Avenue,Denver,CO,80219,2016-11-14 01:00:48,2016-11-14 01:00:48
ROCKY ROAD AURORA,1712 South Chambers Road,Aurora,CO,80017,2016-11-14 01:00:49,2016-11-14 01:00:49
SAN JUAN STRAINS INC,"356 East Pagosa Street, Unit B",Pagosa Springs,CO,81147,2016-11-14 01:00:50,2016-11-14 01:00:50
SERENE WELLNESS FRASER LLC,228 Byers Avenue,Fraser,CO,80442,2016-11-14 01:00:51,2016-11-14 01:00:51
SERENE WELLNESS LLC,13 East Park Avenue,Empire,CO,80438,2016-11-14 01:00:52,2016-11-14 01:00:52
SERENE WELLNESS WINTER PARK LLC,"79025 US Highway 40, Units 5-6",Winter Park,CO,80482,2016-11-14 01:00:53,2016-11-14 01:00:53
FROSTED LEAF,399 South Harrison Street,Denver,CO,80209,2016-11-14 01:00:54,2016-11-14 01:00:54
FROSTED LEAF,6302 East Colfax Avenue,Denver,CO,80220,2016-11-14 01:00:55,2016-11-14 01:00:55
HIGH WEST CANNABIS,"10625 East 51st Avenue, Unit 100",Denver,CO,80239,2016-11-14 01:00:56,2016-11-14 01:00:56
SIMPLY PURE,2000 West 32nd Avenue,Denver,CO,80211,2016-11-14 01:00:57,2016-11-14 01:00:57
NATURE'S SPIRIT,113 East 7th Street,Leadville,CO,80461,2016-11-14 01:00:54,2016-11-14 01:00:54
TRENCHTOWN,734 Sheridan Boulevard,Denver,CO,80214,2016-11-14 01:00:55,2016-11-14 01:00:55
THE FARM,2801 Iris Avenue,Boulder,CO,80301,2016-11-14 01:00:56,2016-11-14 01:00:56
SMOKED,2268 South Delaware Street,Denver,CO,80223,2016-11-14 01:00:57,2016-11-14 01:00:57
SMOKINGUN APOTHECARY,492 South Colorado Boulevard,Glendale,CO,80246,2016-11-14 01:00:58,2016-11-14 01:00:58
SOLACE MEDS LLC,"301 Smokey Street, Unit A",Fort Collins,CO,80525,2016-11-14 01:00:59,2016-11-14 01:00:59
SOLACE MEDS OF WHEAT RIDGE LLC,4845 Van Gordon,Wheat Ridge,CO,80033,2016-11-14 01:00:47,2016-11-14 01:00:47
SOUTHERN COLORADO CANNABIS CLUB LLC,29577 Highway 159,Fort Garland,CO,81133,2016-11-14 01:00:48,2016-11-14 01:00:48
HIGHLAND HEALTH,1505 Santa Fe Trail Drive,Trinidad,CO,81082,2016-11-14 01:00:49,2016-11-14 01:00:49
SOUTHWEST ALTERNATIVE CARE LLC,3937 West Colfax Avenue,Denver,CO,80204,2016-11-14 01:00:50,2016-11-14 01:00:50
THE DOOBIE SISTERS,695 North Broadway,Cortez,CO,81321,2016-11-14 01:00:51,2016-11-14 01:00:51
SP CARBONDALE RETAIL LLC,259 Main Street,Carbondale,CO,81623,2016-11-14 01:00:52,2016-11-14 01:00:52
STARBUDS,428 South McCulloch Boulevard,Pueblo West,CO,81007,2016-11-14 01:00:53,2016-11-14 01:00:53
STARBUDS,"1408 Del Mar Parkway, Units D1 & D2",Aurora,CO,80010,2016-11-14 01:00:54,2016-11-14 01:00:54
STARBUDS,5844 Dahlia Street,Commerce City,CO,80022,2016-11-14 01:00:55,2016-11-14 01:00:55
STARBUDS,"1156 West Dillon Road, Unit 3",Louisville,CO,80027,2016-11-14 01:00:56,2016-11-14 01:00:56
STARBUDS,6924 North 79th Street,Niwot,CO,80503,2016-11-14 01:00:57,2016-11-14 01:00:57
STARBUDS,4305 Thatcher Avenue,Pueblo,CO,81005,2016-11-14 01:00:54,2016-11-14 01:00:54
ROOTED,110 Santa Fe Trail,Trinidad,CO,81082,2016-11-14 01:00:55,2016-11-14 01:00:55
THE STONE DISPENSARY,4820 Morrison Road,Denver,CO,80219,2016-11-14 01:00:56,2016-11-14 01:00:56
DEN-REC DENVER RECREATIONAL DISPENSARY,"2117 Larimer Street, #1",Denver,CO,80205,2016-11-14 01:00:57,2016-11-14 01:00:57
SUNRISE SOLUTIONS LLC,43 Main Street,Bailey,CO,80421,2016-11-14 01:00:58,2016-11-14 01:00:58
14er HOLISTICS,"2897 Mapleton Avenue, Suite 800",Boulder,CO,80301,2016-11-14 01:00:59,2016-11-14 01:00:59
SWEET LEAF,5100 West 38th Avenue,Denver,CO,80223,2016-11-14 01:00:47,2016-11-14 01:00:47
SWEET LEAF PIONEER CARBONDALE LLC,"1101 Village Road, Suites UL-4B + 5B",Carbondale,CO,81623,2016-11-14 01:00:48,2016-11-14 01:00:48
SWEET LEAF PIONEER LLC,"1286 Chambers Avenue, Suite 101",Eagle,CO,81631,2016-11-14 01:00:49,2016-11-14 01:00:49
GOOD CHEMISTRY,330 East Colfax Avenue,Denver,CO,80203,2016-11-14 01:00:50,2016-11-14 01:00:50
GOOD CHEMISTRY,16840 East Iliff Avenue,Aurora,CO,80013,2016-11-14 01:00:51,2016-11-14 01:00:51
STRAWBERRY FIELDS,2285 North Interstate 25,Pueblo,CO,81008,2016-11-14 01:00:52,2016-11-14 01:00:52
AROMA,5433 Quebec Street,Commerce City,CO,80022,2016-11-14 01:00:53,2016-11-14 01:00:53
TELLURIDE GREEN ROOM,"250 South Fir Street, #5 & #6",Telluride,CO,81435,2016-11-14 01:00:54,2016-11-14 01:00:54
TENDERFOOT HEALTH COLLECTIVE,"840 Oak Street,  Suite A & B",Salida,CO,81201,2016-11-14 01:00:55,2016-11-14 01:00:55
TETRAHYDROCENTER,9206 East Hampden Avenue,Denver,CO,80231,2016-11-14 01:00:56,2016-11-14 01:00:56
COLORADO GROW COMPANY,965 1/2  Main Avenue,Durango,CO,81301,2016-11-14 01:00:57,2016-11-14 01:00:57
THE KIND CASTLE,248 East First Street,Parachute,CO,81635,2016-11-14 01:00:54,2016-11-14 01:00:54
THE COLORADO CANNABIS CABIN LLC,650 B South 11th Street,Gunnison,CO,81230,2016-11-14 01:00:55,2016-11-14 01:00:55
TERRAPIN CARE STATION,"1 Broadway, Unit A-150",Denver,CO,80203,2016-11-14 01:00:56,2016-11-14 01:00:56
TERRAPIN CARE STATION,1795 Folsom Street,Boulder,CO,80302,2016-11-14 01:00:57,2016-11-14 01:00:57
THE GIVING TREE OF DENVER LLC,2707 West 38th Avenue,Denver,CO,80211,2016-11-14 01:00:58,2016-11-14 01:00:58
THE GOOD SEED,235 Bastille Drive,Pagosa Springs,CO,81147,2016-11-14 01:00:59,2016-11-14 01:00:59
THE GREEN SOLUTION LLC,470 Malley Drive,Northglenn,CO,80233,2016-11-14 01:00:47,2016-11-14 01:00:47
THE GREEN SOLUTION LLC,4400 Grape Street,Denver,CO,80216,2016-11-14 01:00:48,2016-11-14 01:00:48
THE GREEN SOLUTION LLC,2601 West Alameda Avenue,Denver,CO,80219,2016-11-14 01:00:49,2016-11-14 01:00:49
THE GREEN SOLUTION LLC,350 South Potomac Street,Aurora,CO,80012,2016-11-14 01:00:50,2016-11-14 01:00:50
THE GREEN SOLUTION LLC,6020 West 20th Avenue,Edgewater,CO,80214,2016-11-14 01:00:51,2016-11-14 01:00:51
THE GREEN SOLUTION LLC,645 Water Street,Silver Plume,CO,80476,2016-11-14 01:00:52,2016-11-14 01:00:52
THE GREEN SOLUTION LLC,3179 South Peoria Court,Aurora,CO,80014,2016-11-14 01:00:53,2016-11-14 01:00:53
THE GREEN SOLUTION LLC,"1450 Havana Street, Suites C & D",Aurora,CO,80010,2016-11-14 01:00:54,2016-11-14 01:00:54
THE GREEN SOLUTION LLC,14301 East Colfax Avenue,Aurora,CO,80011,2016-11-14 01:00:55,2016-11-14 01:00:55
THE GREEN SOLUTION LLC,6681 Federal Boulevard,Denver,CO,80221,2016-11-14 01:00:56,2016-11-14 01:00:56
THE GREEN SOLUTION LLC,810 North College Avenue,Fort Collins,CO,80524,2016-11-14 01:00:57,2016-11-14 01:00:57
THE GREEN SOLUTION LLC,1423 Santa Fe Trail,Trinidad,CO,81082,2016-11-14 01:00:54,2016-11-14 01:00:54
THE GREEN SOLUTION LLC,409 North Commercial Street,Trinidad,CO,81082,2016-11-14 01:00:55,2016-11-14 01:00:55
THE GROWING KITCHEN,8401 Baseline Road,Boulder,CO,80303,2016-11-14 01:00:56,2016-11-14 01:00:56
THE HERBAL CURE LLC,985 South Logan Street,Denver,CO,80209,2016-11-14 01:00:57,2016-11-14 01:00:57
THE KINE MINE LLC,2818 Colorado Boulevard,Idaho Springs,CO,80452,2016-11-14 01:00:58,2016-11-14 01:00:58
THE MEDICINE MAN LLC,310 East Main Street,Cortez,CO,81321,2016-11-14 01:00:59,2016-11-14 01:00:59
THE ORGANIC SEED LLC,41 North Precision Drive,Pueblo West,CO,81007,2016-11-14 01:00:47,2016-11-14 01:00:47
THE POT SHOP LLC,905 North Main Street #B,Gunnison,CO,81230,2016-11-14 01:00:48,2016-11-14 01:00:48
THREE RIVERS ORGANICS,1714 B Santa Fe Drive,Pueblo,CO,81006,2016-11-14 01:00:49,2016-11-14 01:00:49
TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER LLC,3995 East 50th Avenue,Denver,CO,80216,2016-11-14 01:00:50,2016-11-14 01:00:50
THE GRASS STATION,7200 East Smith Road,Denver,CO,80207,2016-11-14 01:00:51,2016-11-14 01:00:51
ALTITUDE EAST,6858 East Evans Avenue,Denver,CO,80224,2016-11-14 01:00:52,2016-11-14 01:00:52
ALTITUDE AURORA,10455 East Colfax Avenue,Aurora,CO,80010,2016-11-14 01:00:53,2016-11-14 01:00:53
TRI CANNA LLC,411 North Commercial Street,Trinidad,CO,81082,2016-11-14 01:00:54,2016-11-14 01:00:54
TRILL ALTERNATIVES,"1537 Pearl Street, Suite B",Boulder,CO,80302,2016-11-14 01:00:55,2016-11-14 01:00:55
TRINIDAD HARVESTING COMPANY LLC,3601 Freedom Road,Trinidad,CO,81082,2016-11-14 01:00:56,2016-11-14 01:00:56
TRINIDADS HIGHER CALLING U LLC,1000 Independence Road,Trinidad,CO,81082,2016-11-14 01:00:57,2016-11-14 01:00:57
BUDDY BOY,2426 South Federal Boulevard,Denver,CO,80219,2016-11-14 01:00:54,2016-11-14 01:00:54
BUDDY BOY,5050 York Street,Denver,CO,80216,2016-11-14 01:00:55,2016-11-14 01:00:55
BUDDY BOY,3814 Walnut Street,Denver,CO,80216,2016-11-14 01:00:56,2016-11-14 01:00:56
HIGH COUNTRY HEALING,"191 Blue River Parkway, #202",Silverthorne,CO,80498,2016-11-14 01:00:57,2016-11-14 01:00:57
UNIVERSAL HERBS,"755 South Jason Street, Unit 100",Denver,CO,80223,2016-11-14 01:00:58,2016-11-14 01:00:58
UNIVERSAL HERBS,800 Park Avenue West,Denver,CO,80205,2016-11-14 01:00:59,2016-11-14 01:00:59
HEALING HOUSE,2383 South Downing Street,Denver,CO,80210,2016-11-14 01:00:47,2016-11-14 01:00:47
URBAN DISPENSARY,2675 West 38th Avenue,Denver,CO,80211,2016-11-14 01:00:48,2016-11-14 01:00:48
HIGH COUNTRY HEALING 8,"40801 Highway 6, Suite 5",Avon,CO,81620,2016-11-14 01:00:49,2016-11-14 01:00:49
VALLEY MEDS LLC,1805 Sante Fe Drive Unit E,Pueblo,CO,81006,2016-11-14 01:00:50,2016-11-14 01:00:50
VERTICAL,"1240 West Elizabeth Street, Unit C",Fort Collins,CO,80521,2016-11-14 01:00:51,2016-11-14 01:00:51
PARK RANGE RECREATIONALS,"100 West Main Street, Unit A",Oak Creek,CO,80467,2016-11-14 01:00:52,2016-11-14 01:00:52
MR NICE GUYS,4501 Adams Street,Denver,CO,80216,2016-11-14 01:00:53,2016-11-14 01:00:53
WALKING RAVEN II,2001 South Broadway,Denver,CO,80210,2016-11-14 01:00:54,2016-11-14 01:00:54
NORTHERN LIGHTS CANNABIS CO,183 West Alameda Avenue,Denver,CO,80223,2016-11-14 01:00:55,2016-11-14 01:00:55
LUCY SKY DISPENSARY,2215 East Mississippi Avenue,Denver,CO,80210,2016-11-14 01:00:56,2016-11-14 01:00:56
LUCY SKY DISPENSARY,2394 South Broadway,Denver,CO,80210,2016-11-14 01:00:57,2016-11-14 01:00:57
LUCY SKY DISPENSARY,"3480 South Galena Street, Unit B4",Denver,CO,80231,2016-11-14 01:00:54,2016-11-14 01:00:54
GROWHOUSE NORTHGLENN,11919 Washington Street,Northglenn,CO,80233,2016-11-14 01:00:55,2016-11-14 01:00:55
BEMINDFUL,5926 East Colfax Avenue,Denver,CO,80220,2016-11-14 01:00:56,2016-11-14 01:00:56
WELLNESS CENTER OF THE ROCKIES INC,6853 Leetsdale Drive,Denver,CO,80224,2016-11-14 01:00:57,2016-11-14 01:00:57
THE HAVEN,"777 Canosa Court, Suite 102",Denver,CO,80204,2016-11-14 01:00:58,2016-11-14 01:00:58
MAGGIE'S FARM LLC,1400 Santa Fe Drive Suites A & B,Pueblo,CO,81006,2016-11-14 01:00:59,2016-11-14 01:00:59
WHITE PORCH LLC,827 North Main Street,Gunnison,CO,81230,2016-11-14 01:00:47,2016-11-14 01:00:47
BUD FARM,385 North Willow,Mancos,CO,81328,2016-11-14 01:00:48,2016-11-14 01:00:48
WISE CANNABIS CO LLC,21950 Highway 285,Fairplay,CO,80440,2016-11-14 01:00:49,2016-11-14 01:00:49
XG PLATINUM CORPORATION,2506  6th Avenue,Garden City,CO,80631,2016-11-14 01:00:50,2016-11-14 01:00:50
ANTERO JUNCTION,100 West Highway 24,Hartsel,CO,80449,2016-11-14 01:00:51,2016-11-14 01:00:51